ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
459440,Female,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,B
459421,Male,Yes,29,No,Healthcare,0.0,Average,4.0,Cat_6,A
464574,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,D
459496,Female,No,42,Yes,Artist,,Low,3.0,Cat_6,A
461602,Female,No,26,Yes,Artist,0.0,Low,,Cat_6,A
463020,Male,Yes,30,Yes,Artist,0.0,Average,3.0,Cat_1,D
464729,Male,No,36,No,Marketing,,Low,4.0,Cat_4,D
466575,Female,Yes,57,Yes,Entertainment,7.0,Average,3.0,Cat_6,C
460436,Female,No,51,No,Entertainment,1.0,Low,1.0,Cat_6,A
459761,Female,No,47,No,Engineer,,Low,,Cat_6,A
461486,Male,Yes,59,No,Entertainment,8.0,Average,3.0,Cat_6,C
467903,Male,Yes,39,Yes,Executive,9.0,Low,2.0,Cat_6,A
465313,Male,No,31,No,Entertainment,0.0,Low,3.0,Cat_6,B
467400,Male,Yes,62,No,Artist,,Low,2.0,Cat_6,A
460493,Male,No,40,Yes,Entertainment,2.0,Low,1.0,Cat_3,B
459641,Female,Yes,58,Yes,Artist,4.0,Average,5.0,Cat_7,C
463892,Male,No,38,Yes,Artist,9.0,Low,1.0,Cat_6,A
461710,Female,Yes,49,Yes,Doctor,1.0,Average,4.0,Cat_6,C
463775,Female,No,33,No,Engineer,,Low,3.0,Cat_6,C
459811,Female,Yes,48,Yes,Artist,1.0,High,3.0,Cat_6,C
464294,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,C
459235,Male,Yes,55,No,Entertainment,1.0,Low,,Cat_2,A
466158,Female,Yes,47,Yes,Lawyer,0.0,Low,4.0,Cat_6,B
465597,Female,No,43,Yes,Entertainment,14.0,Low,1.0,Cat_6,A
463116,Male,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,B
464225,Female,No,30,No,Doctor,1.0,Low,5.0,Cat_3,C
462071,Female,Yes,43,No,Doctor,0.0,Low,2.0,Cat_6,A
463449,Male,Yes,25,No,Healthcare,1.0,Average,2.0,Cat_6,D
464151,Male,No,40,Yes,Doctor,12.0,Low,1.0,Cat_2,D
464191,Female,No,45,Yes,Engineer,1.0,Low,1.0,Cat_6,A
459580,Male,No,50,Yes,Lawyer,6.0,Low,1.0,Cat_6,B
465743,Female,Yes,50,Yes,Artist,1.0,Average,5.0,Cat_2,C
466719,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,A
463071,Male,Yes,69,No,Executive,,Low,4.0,Cat_6,D
467017,Male,No,31,Yes,Lawyer,,Low,4.0,Cat_2,A
466876,Female,Yes,43,Yes,Entertainment,0.0,High,2.0,Cat_2,C
462220,Female,No,18,No,Healthcare,7.0,Low,3.0,Cat_4,D
463437,Male,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,B
467819,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3,B
464526,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,A
461041,Female,Yes,72,No,Lawyer,0.0,Low,7.0,Cat_3,D
466168,Female,Yes,45,Yes,Executive,1.0,High,3.0,Cat_3,B
463223,Female,No,22,No,Entertainment,,Low,3.0,Cat_6,D
462008,Female,Yes,37,Yes,Artist,4.0,Low,4.0,Cat_5,B
463123,Female,No,33,Yes,Doctor,1.0,Low,3.0,Cat_5,A
465506,Male,Yes,43,Yes,Entertainment,1.0,Average,4.0,Cat_4,B
466774,Male,Yes,78,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
464803,Male,No,28,No,Marketing,1.0,Low,1.0,Cat_4,A
464343,Female,No,52,Yes,Artist,1.0,Low,1.0,Cat_6,B
461441,Male,Yes,58,Yes,Artist,1.0,Average,4.0,Cat_6,C
467758,Female,Yes,50,Yes,Doctor,1.0,Low,,Cat_6,B
462592,Female,Yes,35,No,Artist,11.0,Low,2.0,Cat_4,A
464875,Male,Yes,42,No,Entertainment,1.0,Low,2.0,Cat_4,B
466384,Female,Yes,72,No,Engineer,0.0,High,2.0,Cat_4,B
465954,Female,No,33,Yes,Entertainment,11.0,Low,3.0,Cat_6,A
465308,Female,No,22,No,Healthcare,1.0,Low,4.0,Cat_7,B
459002,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,D
461377,Female,Yes,57,Yes,Artist,,Low,1.0,Cat_6,B
466463,Female,No,29,Yes,Homemaker,2.0,Low,4.0,Cat_4,B
466180,Female,Yes,71,No,Marketing,0.0,Low,1.0,Cat_6,B
459216,Female,No,42,Yes,Artist,1.0,Low,2.0,Cat_6,A
463214,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6,A
465684,Female,No,47,Yes,Entertainment,0.0,Low,1.0,Cat_3,A
466374,Male,Yes,82,No,Lawyer,,Low,1.0,Cat_4,B
459516,Female,,62,Yes,Artist,,Average,2.0,Cat_6,C
461461,Male,Yes,36,No,Entertainment,9.0,Low,2.0,Cat_6,B
463548,Female,No,19,Yes,Healthcare,3.0,Low,4.0,Cat_5,D
467466,Female,No,19,No,Doctor,6.0,Low,2.0,Cat_3,A
466407,Male,Yes,55,No,Entertainment,1.0,Low,3.0,Cat_4,A
462625,Male,No,34,Yes,Artist,0.0,Low,3.0,Cat_4,A
464736,Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4,D
462354,Male,Yes,62,No,Artist,1.0,Average,2.0,Cat_6,C
459585,Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_6,A
467061,Female,Yes,29,Yes,Homemaker,13.0,Low,1.0,Cat_6,A
466498,Male,No,83,No,Lawyer,6.0,High,3.0,Cat_6,D
460140,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_6,B
462176,Male,Yes,29,No,Executive,0.0,Average,2.0,,D
464640,Female,No,28,No,Marketing,0.0,Low,5.0,Cat_4,A
465137,Male,Yes,57,No,Executive,1.0,Average,4.0,Cat_6,C
463235,Female,No,21,No,,1.0,Low,4.0,Cat_6,D
464796,Male,Yes,43,No,Marketing,3.0,High,4.0,Cat_4,A
459217,Female,Yes,59,No,Lawyer,1.0,Average,3.0,Cat_7,B
467678,Male,No,56,No,Marketing,1.0,Average,2.0,Cat_6,D
467440,Male,Yes,49,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
467777,Male,No,49,Yes,Doctor,,Low,1.0,Cat_6,C
464396,Male,Yes,35,Yes,Entertainment,1.0,Average,3.0,Cat_6,B
462759,Male,No,22,No,Healthcare,,Low,5.0,Cat_5,D
467810,Male,Yes,42,Yes,Entertainment,0.0,Average,5.0,Cat_6,C
465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
464168,Male,Yes,47,Yes,Executive,1.0,Average,3.0,Cat_6,C
467884,Female,Yes,30,Yes,Engineer,8.0,High,6.0,Cat_4,D
459974,Male,No,37,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
459114,Male,Yes,57,Yes,Artist,1.0,Average,2.0,Cat_6,C
461835,Female,No,60,Yes,Artist,1.0,Average,2.0,Cat_7,C
459519,Female,Yes,45,Yes,Artist,,Average,2.0,Cat_6,A
464963,Female,Yes,47,Yes,Entertainment,1.0,Low,2.0,Cat_4,B
459548,Female,Yes,50,Yes,Engineer,1.0,Low,2.0,Cat_6,A
461353,Male,Yes,50,Yes,Executive,0.0,High,4.0,Cat_6,A
460670,Male,No,42,Yes,Artist,6.0,Low,2.0,Cat_3,B
461811,Female,No,40,Yes,Healthcare,8.0,Low,4.0,Cat_2,D
466653,Female,Yes,40,Yes,Entertainment,5.0,Low,1.0,Cat_6,A
465646,Female,Yes,40,Yes,Artist,6.0,Low,2.0,Cat_6,B
462848,Female,Yes,23,No,Healthcare,7.0,High,2.0,Cat_6,B
460396,Female,Yes,41,Yes,Entertainment,9.0,Low,1.0,Cat_7,D
460123,Female,Yes,33,Yes,Engineer,9.0,Low,2.0,Cat_6,D
466503,Male,Yes,45,Yes,Artist,7.0,Average,5.0,Cat_6,B
460034,Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,D
461934,Female,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,C
460256,Male,No,53,Yes,Artist,2.0,Low,2.0,Cat_2,B
462049,Male,Yes,39,Yes,Artist,14.0,Average,2.0,Cat_6,B
463560,Female,No,16,No,Healthcare,9.0,Low,5.0,Cat_4,D
461004,Male,No,61,Yes,Artist,1.0,Average,3.0,Cat_3,C
467743,Male,Yes,48,No,Executive,1.0,High,4.0,Cat_1,B
459301,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6,C
463998,Female,No,27,No,Engineer,0.0,Low,3.0,Cat_6,B
461417,Female,No,37,Yes,Doctor,1.0,Low,3.0,Cat_6,D
460187,Female,No,38,Yes,Doctor,4.0,Low,3.0,Cat_6,A
466754,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,B
459269,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C
463495,Male,No,30,No,Healthcare,,Low,4.0,Cat_6,B
465622,Female,Yes,42,Yes,Artist,5.0,Low,2.0,Cat_6,C
465457,Female,No,32,Yes,Engineer,0.0,Low,1.0,Cat_6,A
467163,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,D
458987,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_4,C
463147,Male,No,30,No,Healthcare,,Low,4.0,Cat_6,B
467276,Male,No,43,Yes,Artist,12.0,Low,5.0,Cat_6,C
459686,Male,Yes,52,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
466421,Male,Yes,26,No,Doctor,4.0,Average,3.0,Cat_3,D
463946,Male,No,25,No,Healthcare,4.0,Low,3.0,Cat_4,D
462802,Female,Yes,39,Yes,Artist,,Average,4.0,Cat_4,D
459927,Female,No,27,No,Engineer,0.0,Low,2.0,Cat_3,D
466076,Male,No,19,No,Healthcare,8.0,Low,3.0,Cat_6,D
465567,Male,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_3,A
466614,Male,No,21,No,Healthcare,1.0,Low,6.0,Cat_5,D
464840,Male,No,18,No,Healthcare,0.0,High,4.0,Cat_4,D
461086,Male,No,23,No,Healthcare,1.0,Low,7.0,Cat_3,D
460495,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,D
461146,Male,Yes,56,Yes,Doctor,0.0,Low,2.0,Cat_3,C
465639,Male,Yes,36,Yes,Healthcare,8.0,High,2.0,Cat_6,D
460725,Male,Yes,41,Yes,Artist,0.0,High,2.0,Cat_7,B
464515,Male,No,27,No,Healthcare,0.0,Low,4.0,Cat_6,D
467251,Female,No,21,No,Engineer,1.0,Low,6.0,Cat_6,C
461133,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
459529,Female,Yes,89,Yes,Lawyer,1.0,High,2.0,Cat_7,A
464645,Male,,52,Yes,Engineer,1.0,Average,5.0,Cat_4,C
462996,Male,Yes,49,Yes,Homemaker,9.0,Average,3.0,Cat_6,C
460597,Female,No,20,No,Marketing,1.0,Low,2.0,Cat_3,D
459736,Female,Yes,28,Yes,Artist,0.0,Low,2.0,Cat_6,A
467410,Female,Yes,62,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
461225,Female,No,32,No,Marketing,11.0,Low,6.0,Cat_6,D
461937,Female,No,41,No,Doctor,1.0,Low,,Cat_6,B
466880,Male,Yes,39,Yes,Artist,4.0,Average,,Cat_6,C
459900,Male,No,52,Yes,Artist,6.0,Low,1.0,Cat_6,C
466220,Male,Yes,42,Yes,Doctor,8.0,Low,1.0,Cat_2,B
463426,Male,Yes,38,No,Executive,0.0,High,5.0,Cat_6,A
465874,Female,No,26,Yes,Artist,1.0,Low,2.0,Cat_6,D
465142,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
462362,Male,Yes,65,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
461847,Male,Yes,41,No,Entertainment,0.0,Low,4.0,Cat_6,A
464666,Male,Yes,41,Yes,Entertainment,2.0,Average,3.0,Cat_4,D
467876,Female,Yes,47,Yes,Artist,8.0,High,2.0,Cat_6,C
467671,Female,Yes,52,Yes,Artist,9.0,Low,4.0,Cat_6,C
466812,Male,No,31,No,Homemaker,14.0,Low,1.0,Cat_6,D
467606,Male,Yes,38,Yes,Executive,0.0,Average,3.0,Cat_6,B
463689,Female,Yes,40,Yes,Doctor,1.0,Low,,Cat_6,B
462514,Male,No,25,Yes,Healthcare,,Low,2.0,Cat_5,D
463547,Female,No,28,Yes,Healthcare,0.0,Low,4.0,Cat_5,B
464005,Female,No,25,No,Healthcare,0.0,Low,5.0,Cat_6,C
464122,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_4,B
467688,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,C
464235,Female,No,59,No,Engineer,,Low,4.0,Cat_3,C
463079,Female,No,36,No,Marketing,,Low,,Cat_3,D
464689,Female,No,25,Yes,Marketing,2.0,Low,,Cat_4,A
466337,Female,Yes,41,No,Engineer,0.0,Low,2.0,Cat_4,A
464903,Male,Yes,28,No,Entertainment,0.0,Average,2.0,Cat_4,A
461235,Female,No,50,Yes,Healthcare,,Low,1.0,Cat_6,D
466066,Female,No,72,Yes,Artist,0.0,Low,1.0,Cat_6,C
461138,Male,Yes,63,Yes,Entertainment,1.0,High,2.0,Cat_7,B
459990,Male,Yes,39,Yes,Healthcare,1.0,Average,2.0,Cat_6,A
464848,Male,Yes,35,No,Entertainment,1.0,Average,4.0,Cat_4,B
465182,Female,No,65,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
459959,Male,Yes,25,Yes,Artist,9.0,Low,4.0,Cat_6,D
466409,Male,Yes,51,Yes,Artist,0.0,Average,5.0,Cat_4,C
465841,Female,No,52,Yes,Engineer,3.0,Low,1.0,Cat_6,A
465387,Female,Yes,43,Yes,Artist,0.0,Low,2.0,Cat_6,C
463891,Male,Yes,75,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
467677,Male,Yes,57,No,Doctor,0.0,High,3.0,Cat_4,D
460316,Female,No,39,No,Healthcare,4.0,Low,3.0,Cat_6,D
460936,Male,Yes,70,Yes,Executive,1.0,High,5.0,Cat_3,B
467564,Male,Yes,72,No,Artist,0.0,Average,2.0,Cat_6,B
467103,Male,Yes,32,Yes,Healthcare,1.0,Average,3.0,Cat_6,A
462024,Male,No,33,Yes,Entertainment,1.0,Low,8.0,Cat_4,C
463754,Female,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_2,D
467712,Male,Yes,50,Yes,,1.0,Average,4.0,Cat_7,A
464763,Female,Yes,49,No,Engineer,,Average,4.0,Cat_1,B
461967,Male,No,20,No,Marketing,3.0,Low,4.0,Cat_7,C
465746,Male,No,41,Yes,Artist,,Low,1.0,Cat_6,C
462877,Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4,D
466609,Female,Yes,47,Yes,Artist,0.0,High,5.0,Cat_6,C
467424,Male,Yes,56,Yes,Entertainment,2.0,Average,2.0,Cat_6,D
459357,Male,Yes,69,No,Lawyer,0.0,Low,1.0,Cat_6,D
463431,Male,Yes,43,Yes,Artist,,Average,4.0,Cat_4,B
466033,Female,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_6,B
466749,Male,No,21,,Healthcare,1.0,Low,5.0,Cat_7,D
464217,Female,No,32,No,Healthcare,12.0,High,3.0,Cat_6,A
461157,Male,No,37,No,Healthcare,0.0,Low,5.0,Cat_3,A
462056,Female,Yes,52,Yes,Engineer,8.0,Average,4.0,Cat_6,A
466613,Female,No,23,No,Healthcare,8.0,Low,3.0,Cat_6,D
465123,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,A
467756,Male,Yes,56,Yes,Artist,1.0,Average,2.0,Cat_6,C
466490,Female,Yes,84,Yes,Lawyer,0.0,High,2.0,Cat_6,B
459649,Male,Yes,39,Yes,Healthcare,1.0,Average,2.0,Cat_4,D
465298,Female,Yes,56,Yes,Doctor,1.0,Average,2.0,Cat_3,C
459085,Male,No,22,No,Marketing,4.0,Low,3.0,Cat_6,A
463394,Male,Yes,41,Yes,Marketing,,High,2.0,Cat_6,B
467049,Male,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,B
459728,Female,Yes,53,Yes,Artist,2.0,Average,4.0,Cat_6,C
459525,Female,Yes,62,Yes,Artist,,High,3.0,Cat_6,C
464945,Female,No,40,Yes,Artist,1.0,Average,2.0,Cat_4,A
467667,Female,No,29,No,Doctor,8.0,Low,2.0,Cat_6,A
465807,Female,No,42,Yes,Artist,1.0,Low,1.0,Cat_3,B
462859,Male,Yes,49,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
462327,Male,Yes,27,Yes,Entertainment,0.0,Low,4.0,Cat_7,D
463593,Female,No,22,No,Doctor,1.0,Low,5.0,Cat_6,C
462047,Female,Yes,26,Yes,Artist,12.0,Average,2.0,Cat_6,B
464563,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,B
461506,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,D
462074,Female,No,57,Yes,Artist,1.0,Low,1.0,Cat_6,B
463340,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
463812,Female,No,27,Yes,Artist,0.0,Average,2.0,Cat_4,B
467167,Male,Yes,73,Yes,Artist,1.0,Average,,Cat_3,C
459664,Male,No,37,Yes,Artist,2.0,High,1.0,Cat_6,B
460853,Female,Yes,63,Yes,Artist,1.0,High,3.0,Cat_6,C
464667,Female,Yes,51,No,Engineer,4.0,Low,2.0,Cat_4,D
460047,Male,No,41,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
461737,Female,Yes,48,Yes,Doctor,1.0,Average,6.0,Cat_1,B
463488,Female,No,29,No,Engineer,9.0,Low,4.0,Cat_4,A
459117,Male,Yes,66,Yes,Artist,1.0,High,2.0,Cat_6,C
461203,Female,Yes,26,No,Lawyer,0.0,Low,9.0,Cat_7,C
464657,Male,No,23,No,Healthcare,0.0,Low,3.0,Cat_3,D
464092,Female,Yes,61,Yes,Homemaker,0.0,Average,5.0,Cat_6,C
465615,Male,Yes,61,Yes,Artist,3.0,Average,2.0,Cat_6,C
466127,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,A
459448,Male,Yes,40,Yes,Executive,,High,3.0,Cat_6,C
466818,Male,Yes,82,No,Executive,0.0,High,2.0,Cat_2,B
460759,Male,Yes,69,No,Lawyer,1.0,Low,2.0,Cat_1,B
462395,Male,Yes,53,Yes,Artist,1.0,High,2.0,Cat_6,D
466620,Female,Yes,36,Yes,Artist,7.0,Average,2.0,Cat_6,C
460824,Male,Yes,66,Yes,,0.0,Low,2.0,Cat_2,B
461576,Male,Yes,39,Yes,Engineer,10.0,Low,2.0,Cat_4,C
460369,Female,Yes,50,Yes,Artist,,Low,2.0,Cat_6,C
459800,Female,No,37,No,Engineer,0.0,Low,1.0,Cat_6,D
459494,Male,Yes,69,No,Engineer,9.0,Low,3.0,Cat_6,A
462344,Female,Yes,63,Yes,Artist,0.0,High,4.0,Cat_6,C
465480,Male,Yes,39,No,Doctor,1.0,High,2.0,Cat_7,A
466967,Male,Yes,49,Yes,Artist,1.0,High,1.0,Cat_6,A
466454,Male,No,33,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
467414,Female,No,27,Yes,Healthcare,,Low,1.0,Cat_6,D
462776,Female,Yes,51,Yes,Engineer,1.0,Average,3.0,Cat_6,C
462855,Male,No,20,No,Healthcare,,Average,,Cat_6,D
462397,Male,Yes,49,Yes,Artist,1.0,High,4.0,Cat_6,C
463126,Female,Yes,65,Yes,Artist,3.0,Average,2.0,Cat_6,C
460328,Female,No,52,Yes,Artist,1.0,Low,2.0,Cat_6,A
467835,Male,No,59,No,Artist,9.0,Low,2.0,Cat_6,B
464726,Male,Yes,33,Yes,Executive,11.0,High,9.0,Cat_4,A
466504,Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,B
459057,Male,Yes,68,No,Lawyer,,High,,Cat_6,D
467442,Male,Yes,56,Yes,Artist,,Average,2.0,Cat_6,C
461211,Female,No,53,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
462882,Male,Yes,41,Yes,Homemaker,2.0,Average,3.0,Cat_3,B
464851,Male,No,18,No,Doctor,0.0,Low,6.0,Cat_4,D
464360,Male,Yes,64,Yes,Executive,0.0,High,2.0,Cat_7,B
462937,Female,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6,C
463695,Female,No,30,Yes,Doctor,1.0,High,4.0,Cat_2,A
460176,Male,No,28,Yes,Entertainment,0.0,Low,4.0,Cat_2,C
463341,Female,Yes,48,No,Engineer,1.0,Average,6.0,Cat_3,A
463263,Female,Yes,70,Yes,Engineer,0.0,High,2.0,Cat_5,B
465481,Female,No,28,No,Artist,1.0,Low,4.0,Cat_4,B
460435,Female,Yes,48,Yes,Artist,0.0,Low,1.0,Cat_6,B
463109,Male,No,61,Yes,Executive,9.0,High,2.0,Cat_6,C
465994,Male,No,32,No,Lawyer,3.0,Low,3.0,Cat_7,D
459926,Female,Yes,71,No,Artist,1.0,Average,2.0,Cat_1,C
463679,Male,No,31,No,Healthcare,,Low,8.0,Cat_4,D
464406,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
463948,Male,Yes,39,No,Executive,2.0,High,5.0,Cat_6,B
465542,Female,Yes,62,No,Doctor,,Average,5.0,Cat_3,A
463484,Female,Yes,35,No,Engineer,1.0,High,2.0,,D
464613,Female,No,35,,Artist,0.0,Low,3.0,Cat_6,B
459137,Male,Yes,42,Yes,Artist,7.0,Low,2.0,Cat_6,C
462281,Male,Yes,47,No,Artist,0.0,Low,2.0,Cat_6,C
461661,Female,Yes,38,Yes,Artist,7.0,Average,2.0,Cat_2,C
459291,Female,No,38,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
460671,Male,Yes,35,No,Entertainment,8.0,Average,4.0,Cat_3,B
465253,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_7,D
467672,Female,Yes,36,Yes,Artist,7.0,Average,2.0,Cat_6,C
466327,Male,Yes,31,No,Entertainment,5.0,Average,3.0,Cat_3,A
460163,Male,No,28,Yes,Healthcare,0.0,Low,2.0,Cat_4,A
460166,Female,No,21,No,Healthcare,1.0,Low,7.0,Cat_2,D
467366,Male,No,42,Yes,Artist,,Low,1.0,Cat_4,A
460825,Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4,D
464411,Male,No,30,Yes,Healthcare,3.0,High,6.0,Cat_7,D
464222,Male,No,58,Yes,Artist,1.0,Low,1.0,Cat_4,D
460650,Female,,20,No,Homemaker,13.0,Low,1.0,Cat_4,D
459643,Male,Yes,40,Yes,Engineer,0.0,High,4.0,Cat_6,B
462290,Female,No,33,Yes,Doctor,1.0,Low,1.0,Cat_6,B
461867,Male,No,30,Yes,Artist,0.0,Low,4.0,Cat_2,A
460096,Female,Yes,78,No,Lawyer,1.0,Low,1.0,Cat_5,A
467302,Male,No,26,Yes,Executive,9.0,Low,4.0,Cat_6,D
464711,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_1,B
467461,Male,Yes,45,Yes,Artist,8.0,High,3.0,Cat_6,B
464609,Female,No,39,Yes,Artist,3.0,Low,2.0,Cat_6,C
464102,Female,Yes,63,Yes,Artist,7.0,Average,3.0,Cat_6,C
462559,Male,Yes,47,Yes,Engineer,9.0,High,4.0,Cat_6,C
464156,Male,Yes,62,Yes,Artist,10.0,Low,1.0,Cat_3,B
464427,Male,Yes,62,No,Doctor,1.0,Average,4.0,Cat_3,C
463390,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,C
459748,Male,Yes,46,No,Executive,0.0,High,2.0,Cat_6,C
459330,Male,No,32,No,Marketing,11.0,Low,9.0,Cat_6,D
460538,Female,,22,No,Healthcare,0.0,High,3.0,Cat_3,D
462383,Female,No,46,No,Engineer,1.0,Low,3.0,Cat_3,D
460345,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
467006,Female,No,73,Yes,Lawyer,0.0,Average,1.0,Cat_6,B
459622,Female,No,51,No,Artist,2.0,Low,1.0,Cat_6,B
462213,Male,No,19,No,Doctor,1.0,Low,2.0,Cat_4,D
465894,Male,No,27,Yes,Artist,8.0,Low,6.0,Cat_6,D
461649,Female,Yes,51,Yes,Artist,3.0,Low,4.0,Cat_6,B
464518,Female,Yes,30,No,Executive,0.0,High,4.0,Cat_6,D
463920,Female,No,28,Yes,Homemaker,8.0,Average,1.0,Cat_6,D
464065,Female,Yes,35,Yes,Lawyer,10.0,Low,2.0,Cat_2,B
459479,Male,Yes,70,No,Marketing,1.0,Low,2.0,Cat_6,A
462550,Female,No,23,No,Healthcare,2.0,Low,6.0,Cat_1,D
465967,Male,Yes,36,No,Homemaker,6.0,Low,3.0,Cat_6,A
459054,Male,Yes,37,Yes,Executive,9.0,High,4.0,Cat_6,C
459503,Male,Yes,35,Yes,Healthcare,5.0,High,4.0,Cat_6,C
466794,Male,,59,Yes,Entertainment,,Average,4.0,Cat_6,A
466386,Male,Yes,65,Yes,Executive,1.0,Low,2.0,Cat_1,B
464262,Male,Yes,75,No,Executive,0.0,Low,1.0,Cat_6,D
462649,Female,Yes,30,No,Engineer,,Average,8.0,Cat_4,D
466924,Female,No,22,No,Healthcare,0.0,Average,6.0,Cat_6,D
463682,Male,Yes,41,Yes,Doctor,12.0,High,2.0,Cat_6,B
459170,Female,No,36,Yes,Artist,0.0,Low,1.0,Cat_4,B
463032,Female,Yes,78,No,Lawyer,0.0,Low,2.0,Cat_6,A
465342,Male,Yes,83,Yes,Executive,0.0,High,2.0,Cat_6,A
464236,Female,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,B
461257,Male,Yes,41,Yes,Engineer,1.0,Average,2.0,Cat_4,C
466505,Female,Yes,42,No,Artist,8.0,High,5.0,Cat_6,B
467491,Male,Yes,47,No,Artist,1.0,Average,4.0,Cat_6,C
465406,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
465066,Male,Yes,47,Yes,Executive,7.0,High,4.0,Cat_6,C
464056,Female,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,C
462792,Male,Yes,52,No,Homemaker,,Average,4.0,Cat_6,A
466975,Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_6,C
465216,Male,Yes,33,Yes,Executive,8.0,High,4.0,Cat_6,C
460164,Male,Yes,66,No,Engineer,1.0,Low,2.0,Cat_6,A
463205,Female,No,25,No,Doctor,0.0,Low,4.0,Cat_6,D
465783,Male,No,23,No,Healthcare,1.0,Low,5.0,Cat_7,D
466932,Female,Yes,49,Yes,Doctor,,Average,2.0,Cat_6,D
459735,Female,No,43,No,Artist,,Low,1.0,Cat_6,B
460930,Male,Yes,26,Yes,Artist,10.0,Average,5.0,Cat_6,D
459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
461199,Female,No,85,Yes,Homemaker,4.0,Low,1.0,Cat_7,D
461935,Male,No,51,Yes,Artist,1.0,Low,3.0,Cat_6,C
460223,Male,Yes,47,No,Entertainment,1.0,Low,1.0,Cat_6,A
458984,Male,Yes,39,Yes,Artist,0.0,Average,3.0,Cat_6,C
463864,Male,Yes,81,No,Executive,,High,2.0,Cat_6,B
465758,Female,Yes,37,Yes,Entertainment,7.0,Low,1.0,Cat_4,D
462746,Male,No,29,No,Entertainment,1.0,Low,3.0,Cat_6,B
461341,Female,Yes,39,Yes,Artist,0.0,High,2.0,Cat_6,A
460486,Female,No,18,No,Healthcare,12.0,Low,3.0,Cat_3,D
463962,Female,,35,Yes,Artist,12.0,Low,2.0,Cat_6,B
